summary,id,issue_type,priority,severity,story_points,sprint_id,created_at,resolved_at,actual_completed_rank,status
"In history view, move the current branch so that it is at the top",SRCTREEWIN-13085,bug,low,minor,5,28,8-May-20,,,To Do
Authentication failure - Keeps attempting to authenticate on single request.,SRCTREEWIN-13084,bug,low,minor,5,2,8-May-20,,,To Do
"sourcetree intallation stuck at ""Authentication Successful""",SRCTREEWIN-13083,bug,low,minor,4,13,8-May-20,,,To Do
Allowed to commit/push with unresolved conflict,SRCTREEWIN-13082,bug,low,major,8,1,5-May-20,,,To Do
Sync theme with OS,SRCTREEWIN-13081,suggestion,low,,4,10,5-May-20,,,To Do
No access to taskbar in full windowed mode,SRCTREEWIN-13080,bug,low,minor,4,6,4-May-20,,,To Do
Cannot install,SRCTREEWIN-13079,bug,low,critical,6,10,1-May-20,,,To Do
Dark theme Contrast at Commit/Pull/Push Bar Notifications,SRCTREEWIN-13078,suggestion,low,,8,17,1-May-20,,,To Do
File Status - Tree View - Sort order lost on refresh,SRCTREEWIN-13077,bug,low,minor,4,8,1-May-20,,,To Do
Honour the 'git config diff.lfs.textconv cat' settings,SRCTREEWIN-13076,suggestion,low,,6,12,29-Apr-20,,,To Do
Creating new branch does not create branch on remote,SRCTREEWIN-13075,bug,low,major,2,10,28-Apr-20,,,To Do
Repositories not visible,SRCTREEWIN-13074,bug,low,minor,6,8,28-Apr-20,,,To Do
Bad design: Uncommitted changes appear for no reason,SRCTREEWIN-13073,bug,low,minor,3,12,27-Apr-20,,,To Do
"Folders not properly posted, new scripts not consistently detected",SRCTREEWIN-13072,bug,low,minor,7,10,27-Apr-20,,,To Do
No proper manuals for Windows,SRCTREEWIN-13071,suggestion,low,,5,25,27-Apr-20,,,To Do
Failed to check Login for user,SRCTREEWIN-13070,bug,low,major,4,11,23-Apr-20,,,To Do
adding helperselector to config,SRCTREEWIN-13069,bug,low,minor,6,24,23-Apr-20,,,To Do
REGRESSION: Cannot create patch from working copy,SRCTREEWIN-13068,bug,low,major,1,2,22-Apr-20,,,To Do
Repository quick view,SRCTREEWIN-13067,suggestion,low,,4,16,22-Apr-20,,,To Do
Remove repositories dialog accumulates repository names incorrectly,SRCTREEWIN-13066,bug,low,minor,6,4,22-Apr-20,,,To Do
https://bitbucket.org/aiqbankinc/tht-so-inc/raw/cdfd00c1dc80080926954fa09e506a711ac6698c/README.md,SRCTREEWIN-13065,bug,low,minor,7,14,20-Apr-20,,,To Do
Remote Exclamation Mark although PULL and PUSH work,SRCTREEWIN-13064,bug,low,minor,3,16,18-Apr-20,,,To Do
Diff/Merge Fails with Beyond Compare 4,SRCTREEWIN-13062,bug,low,minor,4,13,15-Apr-20,,,To Do
Authentication failed on BitBucket account in sourcetree,SRCTREEWIN-13060,bug,low,critical,1,13,13-Apr-20,,,To Do
Sourcetree crashes when checking out branch in browser.,SRCTREEWIN-13058,bug,low,minor,5,10,8-Apr-20,,,To Do
SourceTree does not appear in Win10 Start Menu,SRCTREEWIN-13057,bug,low,minor,1,3,6-Apr-20,,,To Do
Sourcetree v3.3.8 is forgetting extended integration settings,SRCTREEWIN-13056,bug,low,minor,4,3,3-Apr-20,22-Jan-21,38656,Done
Remote Repos Filter not working,SRCTREEWIN-13055,bug,low,minor,4,29,2-Apr-20,,,To Do
Opening a saved repository from context menu opens a different repository,SRCTREEWIN-13052,bug,low,major,4,30,2-Apr-20,,,To Do
When sourcetree is maximised it interferes with the taskbar,SRCTREEWIN-13051,bug,low,minor,3,27,1-Apr-20,10-Nov-20,38659,Done
Can't install sourcetree 3.3.8 on Win 7 64 bit and Win 10 64 bit,SRCTREEWIN-13050,bug,low,critical,7,15,1-Apr-20,,,To Do
Each restart of sourcetree resets the account in repository settings,SRCTREEWIN-13049,bug,low,major,4,27,31-Mar-20,,,To Do
"After staging, close button does not respont to enter key",SRCTREEWIN-13048,bug,low,minor,1,28,31-Mar-20,,,To Do
Bookmarks regularly lost,SRCTREEWIN-13046,bug,low,minor,5,11,30-Mar-20,17-Nov-20,38663,Done
incorrect recording when rotating the screen,SRCTREEWIN-13045,bug,low,minor,6,24,28-Mar-20,,,To Do
Sourcetree v3.3.8 issue while check-out and cloning,SRCTREEWIN-13034,bug,low,critical,6,20,26-Mar-20,,,To Do
"Display problems of ""unusual"" characters in main window diff pane",SRCTREEWIN-13031,bug,low,minor,5,3,25-Mar-20,,,To Do
Checking out a branch from Bitbucket Cloud UI will freeze SourceTree WIN 3.3.8,SRCTREEWIN-13030,bug,low,minor,6,3,25-Mar-20,,,To Do
"Cannot get past ""Registration"" step of installer",SRCTREEWIN-13004,bug,low,critical,1,1,19-Mar-20,,,To Do
Unable to Start SourceTree,SRCTREEWIN-12992,bug,low,critical,6,29,16-Mar-20,,,To Do
Severe performance problem trying to review changes in text file with extension .xml,SRCTREEWIN-12991,bug,low,major,3,26,14-Mar-20,,,To Do
Instalation failure,SRCTREEWIN-12990,bug,low,major,1,20,13-Mar-20,,,To Do
Unable to save sourcetree to computer,SRCTREEWIN-12989,bug,low,major,3,17,11-Mar-20,,,To Do
Optional extended integration settings disappear on restart of SourceTree,SRCTREEWIN-12988,bug,low,minor,8,28,11-Mar-20,19-Jan-21,38673,Done
"Open Selected Version does nothing, even though extension is registered with Windows",SRCTREEWIN-12987,bug,low,minor,3,15,11-Mar-20,,,To Do
Source tree wrongly includes files when deleting file in unstaged files region,SRCTREEWIN-12986,bug,low,minor,5,14,10-Mar-20,,,To Do
Cannot Load TimeZoneConverter when Linking Bitbucket Account,SRCTREEWIN-12985,bug,low,critical,1,3,10-Mar-20,6-Apr-21,38676,Done
Open console button doesn't work,SRCTREEWIN-12983,bug,low,major,6,16,9-Mar-20,,,To Do
Failure to install and also failure to set install location,SRCTREEWIN-12982,bug,low,major,6,17,6-Mar-20,,,To Do
When click in Bitbucket login open an Localhost URL,SRCTREEWIN-12981,bug,low,minor,5,26,5-Mar-20,,,To Do
Unable to use Sourcetree and downlod repository on second machine,SRCTREEWIN-12980,bug,low,major,7,21,5-Mar-20,,,To Do
"Cannot push branch other than ""master""",SRCTREEWIN-12979,bug,low,minor,4,5,4-Mar-20,,,To Do
"Add a ""session"" paradigm with save/restore",SRCTREEWIN-12978,suggestion,low,,5,7,4-Mar-20,,,To Do
Unable to login when installing,SRCTREEWIN-12977,bug,low,major,1,12,4-Mar-20,,,To Do
Diff not working on UTF-16 LE files without BOM,SRCTREEWIN-12976,bug,low,major,6,15,2-Mar-20,,,To Do
Consume CPU More then 80%,SRCTREEWIN-12971,bug,low,major,2,1,26-Feb-20,,,To Do
Clone Remote Repositories against Bitbucket Server does not find repos in projects whose name beings with period,SRCTREEWIN-12970,bug,low,minor,3,25,26-Feb-20,,,To Do
Newer Sourcetree versions use different API when gathering remote repositories from BitBucket Server,SRCTREEWIN-12969,bug,low,critical,5,2,25-Feb-20,22-Jan-21,38687,Done
Better Tabs,SRCTREEWIN-12968,suggestion,low,,5,26,25-Feb-20,,,To Do
Add shortcuts for custom actions in Windows,SRCTREEWIN-12960,suggestion,low,,1,9,21-Feb-20,,,To Do
Git branch history does not update unless forced,SRCTREEWIN-12959,bug,low,minor,2,19,21-Feb-20,,,To Do
Failed to force push,SRCTREEWIN-12958,bug,low,major,2,11,21-Feb-20,,,To Do
UI does not reflect current branch after changing,SRCTREEWIN-12957,bug,low,major,3,17,19-Feb-20,,,To Do
Cant open two tabs with same name in different repositories,SRCTREEWIN-12956,bug,low,major,5,23,19-Feb-20,,,To Do
stage and unstage not moving file to respective block,SRCTREEWIN-12954,bug,low,critical,3,28,19-Feb-20,,,To Do
Sourcetree 3.3.8 doesn't install,SRCTREEWIN-12953,bug,low,minor,6,5,19-Feb-20,17-Nov-20,38695,Done
"Diff isn't showing tabs correctly if ""show invisibles"" is enabled",SRCTREEWIN-12944,bug,low,minor,4,2,18-Feb-20,,,To Do
Not able to install sourcetree in my windows,SRCTREEWIN-12936,bug,low,critical,5,18,17-Feb-20,17-Nov-20,38697,Done
Version 3.3.7 for Windows forced to refresh for every action,SRCTREEWIN-12934,bug,low,major,8,7,17-Feb-20,,,To Do
Error in max allowed humidity percentage,SRCTREEWIN-12933,bug,low,minor,2,25,15-Feb-20,25-Mar-20,38699,Done
Error in the input field when the humidity indicator is from 50 to 100%,SRCTREEWIN-12920,bug,low,minor,8,25,15-Feb-20,25-Mar-20,38700,Done
Windows Defender SmartScreen prevented an unrecognized app from starting,SRCTREEWIN-12918,bug,low,major,3,25,14-Feb-20,,,To Do
Unstaged file shows 2 extensions,SRCTREEWIN-12917,bug,low,minor,8,10,13-Feb-20,,,To Do
"Log selected does not popup window but opens in background, seems not working.",SRCTREEWIN-12916,bug,low,minor,4,10,13-Feb-20,,,To Do
When using Submodules the main repository view is not updated automatically,SRCTREEWIN-12915,bug,low,major,5,6,13-Feb-20,,,To Do
Sourcetree for Linux,SRCTREEWIN-12914,suggestion,low,,8,3,13-Feb-20,,,To Do
Automatic refresh breaks on the first repository tab,SRCTREEWIN-12913,bug,low,minor,7,12,12-Feb-20,,,To Do
Sourcetree switches back to Generic Account on optional extended integration,SRCTREEWIN-12912,bug,low,major,8,11,12-Feb-20,22-Feb-21,38707,Done
Open tree to checked out branch,SRCTREEWIN-12911,suggestion,low,,2,10,12-Feb-20,,,To Do
"Sourcetree GUI does not keep sync with staging, commits, branches, merges",SRCTREEWIN-12910,bug,low,major,6,18,11-Feb-20,,,To Do
Highlighting single branch on graph view,SRCTREEWIN-12909,suggestion,low,,2,10,11-Feb-20,,,To Do
Not detecting the SSH keys and the application closes abruptly,SRCTREEWIN-12908,bug,low,major,3,1,11-Feb-20,,,To Do
Cannot install - Authentication Successful - No next button,SRCTREEWIN-12907,bug,low,critical,2,11,11-Feb-20,,,To Do
Sourcetree Repos not showing up in remote tab,SRCTREEWIN-12906,bug,low,major,5,25,10-Feb-20,,,To Do
Show In Explorer Context Menu Always Disabled,SRCTREEWIN-12905,bug,low,minor,7,19,10-Feb-20,,,To Do
crash on checkout by Bitbucket,SRCTREEWIN-12904,bug,low,minor,1,29,10-Feb-20,,,To Do
not saving remote login data,SRCTREEWIN-12903,bug,low,minor,2,21,10-Feb-20,17-Nov-20,38716,Done
Affected versions for SourceTree for Windows are not up-to-date in Jira,SRCTREEWIN-12902,bug,low,minor,8,1,10-Feb-20,,,To Do
Auto Update/Check For Updates updates only after many weeks/months,SRCTREEWIN-12901,bug,low,minor,2,1,10-Feb-20,,,To Do
Repository does not get deleted as per selected in Local Repositories after filtering,SRCTREEWIN-12899,bug,low,major,3,10,8-Feb-20,,,To Do
Provide an option in Rename Branch Dialogue to force Rename (ie git branch -M),SRCTREEWIN-12898,suggestion,low,,7,23,7-Feb-20,,,To Do
Finish Feature loosing Feature Name,SRCTREEWIN-12897,bug,low,minor,4,6,7-Feb-20,,,To Do
Remote connection problem,SRCTREEWIN-12896,bug,low,major,7,30,7-Feb-20,,,To Do
Sourcetree for windows DOES NOT WORK for ALL VERSIONS after 3.1.3 with gerrit repositories.,SRCTREEWIN-12895,bug,low,critical,4,11,6-Feb-20,,,To Do
Language change from default results in sourcetree not updating automatically,SRCTREEWIN-12894,bug,low,major,6,24,6-Feb-20,,,To Do
Discard Lines bar is not sticky anymore,SRCTREEWIN-12893,bug,low,minor,5,21,5-Feb-20,,,To Do
cannt commit,SRCTREEWIN-12892,bug,low,major,3,7,5-Feb-20,,,To Do
Adding extra characters after commit,SRCTREEWIN-12891,bug,low,major,3,17,5-Feb-20,,,To Do
Not a valid Source path/URL,SRCTREEWIN-12890,bug,low,critical,7,2,4-Feb-20,,,To Do
Sourcetree Log keeps complaining,SRCTREEWIN-12889,bug,low,major,2,18,4-Feb-20,,,To Do
SourceTree doesn't refresh automatically,SRCTREEWIN-12888,bug,low,major,1,27,4-Feb-20,17-Nov-20,38730,Done
Installation does not create Start Menu shortcuts,SRCTREEWIN-12887,bug,low,minor,2,4,3-Feb-20,,,To Do
"""Open in Terminal"" button not working anymore",SRCTREEWIN-12886,bug,low,major,4,9,2-Feb-20,2-Feb-21,38732,Done
"Syntax highlighting is applied to ""No newline at end of file"" notice",SRCTREEWIN-12881,bug,low,minor,8,3,30-Jan-20,,,To Do
First tab never refresh,SRCTREEWIN-12879,bug,low,major,1,22,30-Jan-20,17-Nov-20,38734,Done
Error pushing new branches,SRCTREEWIN-12878,bug,low,minor,8,16,30-Jan-20,,,To Do
.gitignore включает основные файлы проекта в игнорируемые,SRCTREEWIN-12877,bug,low,critical,1,26,30-Jan-20,,,To Do
Order Center Table,SRCTREEWIN-12876,suggestion,low,,1,20,30-Jan-20,,,To Do
Staged files are appeared only after click Refresh (F5),SRCTREEWIN-12875,bug,low,minor,7,8,30-Jan-20,,,To Do
Sourcetree Windows 3.3.7 - staging / committing files is bugged,SRCTREEWIN-12874,bug,low,major,7,5,29-Jan-20,,,To Do
Branches are not displayed when sending.,SRCTREEWIN-12871,bug,low,critical,4,22,29-Jan-20,,,To Do
Source tree will not refresh,SRCTREEWIN-12868,bug,low,major,5,12,28-Jan-20,17-Nov-20,38741,Done
Custom actions no longer work v3.3.8,SRCTREEWIN-12865,bug,low,major,2,2,28-Jan-20,2-Feb-21,38742,Done
"Sourcetree created gigabytes of temp files while staging, committing",SRCTREEWIN-12863,bug,low,minor,3,2,27-Jan-20,,,To Do
Unable to clone GIT Repository,SRCTREEWIN-12862,bug,low,critical,3,24,27-Jan-20,,,To Do
Terminal no longer opens,SRCTREEWIN-12853,bug,low,major,3,20,24-Jan-20,,,To Do
Stage selected button doesnt works,SRCTREEWIN-12852,bug,low,minor,2,10,24-Jan-20,,,To Do
As a user I want to be able to select the installation location for SourceTree,SRCTREEWIN-12851,suggestion,low,,5,26,23-Jan-20,,,To Do
Sourcetree for windows DOES NOT WORK for ALL VERSIONS after 3.1.3 with gerrit repositories.,SRCTREEWIN-12850,bug,low,critical,7,21,23-Jan-20,,,To Do
Tabs are not refreshed automatically,SRCTREEWIN-12849,bug,low,major,2,25,23-Jan-20,17-Nov-20,38749,Done
[Regression] Source tree 3.3.6 does not open up repository if a repository with same name is already open in a tab,SRCTREEWIN-12848,bug,low,major,1,13,23-Jan-20,,,To Do
Some Bug in v3.3.7,SRCTREEWIN-12846,bug,low,minor,3,11,23-Jan-20,10-Nov-20,38751,Done
file status is not refreshing,SRCTREEWIN-12843,bug,low,minor,2,20,23-Jan-20,10-Nov-20,38752,Done
Auto Refresh no longer working in 3.3.7,SRCTREEWIN-12842,bug,low,major,3,20,23-Jan-20,10-Nov-20,38753,Done
Link to latest Windows version is broken on Atlassian site,SRCTREEWIN-12841,bug,low,major,1,7,22-Jan-20,,,To Do
Auto refreshing no longer works,SRCTREEWIN-12840,bug,low,major,3,22,22-Jan-20,10-Nov-20,38755,Done
Auto Refresh stopped working,SRCTREEWIN-12839,bug,low,major,7,22,22-Jan-20,17-Nov-20,38756,Done
When I stage files the windowd does not get updated,SRCTREEWIN-12838,bug,low,major,8,23,22-Jan-20,10-Nov-20,38757,Done
"Калькулятор: перевірка робти, сарго.",SRCTREEWIN-12837,bug,low,critical,5,17,22-Jan-20,25-Mar-20,38758,Done
"Калькулятор: перевірка робти, соя.",SRCTREEWIN-12836,bug,low,critical,2,7,22-Jan-20,25-Mar-20,38759,Done
"Калькулятор: перевірка робти термінал ""Миколаїв"" Кукурудза",SRCTREEWIN-12835,bug,low,critical,2,1,22-Jan-20,25-Mar-20,38760,Done
"Калькулятор: перевірка робти термінал ""Миколаїв"" Пшениця 4 клас",SRCTREEWIN-12834,bug,low,critical,3,1,22-Jan-20,25-Mar-20,38761,Done
Калькулятор скидок: невірні дані при розрахунку пшениці 4 клас.,SRCTREEWIN-12833,bug,low,critical,1,6,22-Jan-20,25-Mar-20,38762,Done
User interface doesn't respond,SRCTREEWIN-12832,bug,low,major,1,20,22-Jan-20,10-Nov-20,38763,Done
"Калькулятор: перевірка робти термінал ""Миколаїв"" Пшениця 3 клас",SRCTREEWIN-12831,bug,low,critical,6,18,22-Jan-20,25-Mar-20,38764,Done
test for,SRCTREEWIN-12813,bug,low,minor,1,24,21-Jan-20,25-Mar-20,38765,Done
Upgrade to 3.3.6 has major problems,SRCTREEWIN-12808,bug,low,major,3,18,20-Jan-20,10-Nov-20,38766,Done
git log failed with code -1: Access is denied,SRCTREEWIN-12807,bug,low,critical,6,19,20-Jan-20,,,To Do
Warning on remote icon,SRCTREEWIN-12804,bug,low,minor,8,7,20-Jan-20,,,To Do
"Sourcetree version 3.3.6 (latest) - cannot update branches, stage files etc until force refresh",SRCTREEWIN-12803,bug,low,critical,4,30,19-Jan-20,10-Nov-20,38769,Done
Didcount calculator unclear error message when entering letters into index field,SRCTREEWIN-12801,bug,low,minor,5,7,19-Jan-20,25-Mar-20,38770,Done
Failure to update display after operations,SRCTREEWIN-12784,bug,low,major,2,9,18-Jan-20,10-Nov-20,38771,Done
Different backgrounds for different projects,SRCTREEWIN-12783,suggestion,low,,1,7,17-Jan-20,,,To Do
UI Refresh Broken in 3.3.6,SRCTREEWIN-12780,bug,low,major,5,30,17-Jan-20,10-Nov-20,38773,Done
Facing issues with Windows 10,SRCTREEWIN-12779,bug,low,critical,7,9,17-Jan-20,,,To Do
file status screen doesn't automatically updated after update 3.3.7,SRCTREEWIN-12778,bug,low,minor,5,20,17-Jan-20,10-Nov-20,38775,Done
remote accounts need nickname,SRCTREEWIN-12777,suggestion,low,,5,15,16-Jan-20,,,To Do
Azure Devops Account don't respect full url,SRCTREEWIN-12776,bug,low,minor,4,9,16-Jan-20,,,To Do
cannot update my sourcetree 3.2.6,SRCTREEWIN-12775,bug,low,critical,8,23,16-Jan-20,,,To Do
Staging and unstaging files no longer updates the views.,SRCTREEWIN-12774,bug,low,major,5,5,16-Jan-20,10-Nov-20,38779,Done
"When Windows has dark theme enabled, please use dark colors on UI",SRCTREEWIN-12773,suggestion,low,,1,17,16-Jan-20,,,To Do
Ability to filter branches tree by fuzzy search,SRCTREEWIN-12772,suggestion,low,,8,5,16-Jan-20,,,To Do
UI not responding in 3.3.6,SRCTREEWIN-12770,bug,low,critical,4,4,16-Jan-20,10-Nov-20,38782,Done
First tab custom name reverts to default after closing Sourcetree,SRCTREEWIN-12769,bug,low,minor,3,17,15-Jan-20,,,To Do
Sourcetree history does not update and UI does not update after you Stage files or do a commit on a second monitor,SRCTREEWIN-12768,bug,low,major,3,4,15-Jan-20,17-Nov-20,38784,Done
Main Sourcetree window doesn't update automatically,SRCTREEWIN-12767,bug,low,major,2,19,15-Jan-20,10-Nov-20,38785,Done
Sourcetree doesn't automatically refresh screen,SRCTREEWIN-12766,bug,low,minor,6,3,15-Jan-20,10-Nov-20,38786,Done
---,SRCTREEWIN-12765,bug,low,major,2,8,14-Jan-20,10-Nov-20,38787,Done
Refresh not working at all (AFAICT),SRCTREEWIN-12764,bug,low,major,6,13,14-Jan-20,10-Nov-20,38788,Done
Issues with Sourcetree and Applocker,SRCTREEWIN-12762,bug,low,minor,6,24,14-Jan-20,,,To Do
Staging or discarding lines,SRCTREEWIN-12761,bug,low,major,8,28,14-Jan-20,10-Nov-20,38790,Done
UI is not updated automatically v3.3.6,SRCTREEWIN-12760,bug,low,minor,4,17,14-Jan-20,10-Nov-20,38791,Done
Sourcetree (Win 3.3.6) Cannot Open Terminal,SRCTREEWIN-12759,bug,low,critical,6,27,13-Jan-20,17-Nov-20,38792,Done
UI Refresh,SRCTREEWIN-12758,bug,low,minor,6,13,13-Jan-20,10-Nov-20,38793,Done
Automatic Refresh Seems Broken,SRCTREEWIN-12757,bug,low,minor,8,25,13-Jan-20,10-Nov-20,38794,Done
Sourcetree (Win Ver 3.3.6) does not update its display after performing an action,SRCTREEWIN-12756,bug,low,minor,8,16,13-Jan-20,10-Nov-20,38795,Done
SourceTree unusuable after updating to latest ver (I'm on 3.3.6),SRCTREEWIN-12755,bug,low,critical,2,28,13-Jan-20,10-Nov-20,38796,Done
Very high CPU usage on entering a commit message,SRCTREEWIN-12754,bug,low,major,2,21,13-Jan-20,,,To Do
Sourcetree file status is not refreshing,SRCTREEWIN-12753,bug,low,major,7,27,13-Jan-20,10-Nov-20,38798,Done
Issue with SSL protocol in Sourcetree older versions,SRCTREEWIN-12752,suggestion,low,,1,8,13-Jan-20,,,To Do
Latest version does not detect changes in files,SRCTREEWIN-12751,bug,low,critical,1,8,13-Jan-20,10-Nov-20,38800,Done
Terminal Is Not Opened,SRCTREEWIN-12750,bug,low,major,6,25,13-Jan-20,17-Nov-20,38801,Done
SourceTree 3.3.6 Does Not Authenticate,SRCTREEWIN-12749,bug,low,major,7,2,13-Jan-20,,,To Do
uninstall windows version doesn't uninstall the code in /Users/../AppData/Local,SRCTREEWIN-12748,bug,low,minor,1,2,12-Jan-20,,,To Do
